turbine_id,valid_time,wind_speed_10m_previous_day1,wind_speed_10m_previous_day2,wind_speed_100m_previous_day1,wind_speed_100m_previous_day2,temperature_2m_previous_day1,temperature_2m_previous_day2
turbine_2,2025-12-31 17:00:00+00:00,3.01,1.6,8.27,5.09,1.4,1.0
turbine_2,2025-12-31 18:00:00+00:00,1.91,1.35,6.07,4.52,3.0,2.2
turbine_2,2025-12-31 19:00:00+00:00,0.51,1.46,3.92,3.83,2.5,2.5
turbine_2,2025-12-31 20:00:00+00:00,1.8,1.12,0.76,2.83,1.8,3.1
turbine_2,2025-12-31 21:00:00+00:00,2.48,2.28,0.98,1.3,1.6,3.5
turbine_2,2025-12-31 22:00:00+00:00,2.94,2.77,1.86,0.22,2.1,3.5
turbine_2,2025-12-31 23:00:00+00:00,3.71,3.16,3.26,1.32,2.7,3.0
turbine_2,2026-01-01 00:00:00+00:00,7.53,4.37,13.47,4.9,2.1,2.1
turbine_2,2026-01-01 01:00:00+00:00,7.21,6.31,12.82,9.49,1.6,1.8
turbine_2,2026-01-01 02:00:00+00:00,6.86,5.15,12.15,10.32,1.5,1.6
turbine_2,2026-01-01 03:00:00+00:00,6.13,4.84,11.06,9.27,1.2,1.5
turbine_2,2026-01-01 04:00:00+00:00,5.1,4.87,9.49,8.84,1.1,1.4
turbine_2,2026-01-01 05:00:00+00:00,5.1,4.3,8.3,8.05,1.4,1.5
turbine_2,2026-01-01 06:00:00+00:00,4.16,3.62,6.49,6.91,1.5,2.0
turbine_2,2026-01-01 07:00:00+00:00,2.91,3.29,4.74,5.95,1.9,2.1
turbine_2,2026-01-01 08:00:00+00:00,1.61,2.75,2.82,4.65,2.4,2.1
turbine_2,2026-01-01 09:00:00+00:00,0.5,1.58,0.67,3.1,2.5,2.1
turbine_2,2026-01-01 10:00:00+00:00,1.84,0.51,1.21,1.75,2.5,2.1
turbine_2,2026-01-01 11:00:00+00:00,3.25,0.81,3.31,0.81,2.0,2.2
turbine_2,2026-01-01 12:00:00+00:00,4.66,1.97,5.95,1.35,1.3,1.7
turbine_2,2026-01-01 13:00:00+00:00,5.06,2.55,7.69,2.58,1.0,1.1
turbine_2,2026-01-01 14:00:00+00:00,5.1,2.94,8.77,3.89,0.6,0.8
turbine_2,2026-01-01 15:00:00+00:00,4.92,3.36,9.39,4.65,0.6,1.2
turbine_2,2026-01-01 16:00:00+00:00,4.34,3.41,8.55,4.92,0.6,1.3
turbine_2,2026-01-01 17:00:00+00:00,4.02,3.06,8.39,4.84,0.4,1.1
turbine_2,2026-01-01 18:00:00+00:00,3.05,2.62,7.42,6.13,-0.1,-0.3
turbine_2,2026-01-01 19:00:00+00:00,2.69,2.75,7.11,5.83,-0.3,-0.5
turbine_2,2026-01-01 20:00:00+00:00,2.33,2.64,6.66,5.14,-0.4,-0.3
turbine_2,2026-01-01 21:00:00+00:00,2.34,2.98,6.44,5.2,-0.5,-0.3
turbine_2,2026-01-01 22:00:00+00:00,2.55,3.24,6.3,5.82,-0.8,-0.3
turbine_2,2026-01-01 23:00:00+00:00,2.62,3.47,6.5,6.4,-0.9,-0.5
turbine_2,2026-01-02 00:00:00+00:00,1.28,2.6,5.59,5.72,-1.1,-0.6
turbine_2,2026-01-02 01:00:00+00:00,1.34,2.77,5.19,6.08,-1.0,-0.8
turbine_2,2026-01-02 02:00:00+00:00,1.52,3.02,5.02,6.67,-0.9,-1.1
turbine_2,2026-01-02 03:00:00+00:00,1.79,3.22,5.2,7.34,-0.6,-0.8
turbine_2,2026-01-02 04:00:00+00:00,3.09,4.38,5.63,7.16,0.5,0.4
turbine_2,2026-01-02 05:00:00+00:00,4.72,5.69,6.8,8.54,1.6,1.6
turbine_2,2026-01-02 06:00:00+00:00,5.85,6.3,8.5,9.26,2.4,2.6
turbine_2,2026-01-02 07:00:00+00:00,5.94,6.3,8.68,9.44,3.3,3.1
turbine_2,2026-01-02 08:00:00+00:00,5.53,5.92,8.23,9.26,3.6,3.6
turbine_2,2026-01-02 09:00:00+00:00,4.9,5.32,7.78,8.64,3.5,3.8
turbine_2,2026-01-02 10:00:00+00:00,4.19,4.53,6.98,7.84,3.1,3.3
turbine_2,2026-01-02 11:00:00+00:00,3.64,3.88,6.62,7.27,2.1,2.3
turbine_2,2026-01-02 12:00:00+00:00,2.82,3.14,6.23,6.9,2.0,1.5
turbine_2,2026-01-02 13:00:00+00:00,2.77,3.05,6.53,7.07,1.7,1.0
turbine_2,2026-01-02 14:00:00+00:00,3.04,3.35,7.02,7.29,1.6,0.6
turbine_2,2026-01-02 15:00:00+00:00,3.67,3.36,7.69,7.78,1.5,0.5
turbine_2,2026-01-02 16:00:00+00:00,3.68,3.31,8.45,8.01,0.7,0.4
turbine_2,2026-01-02 17:00:00+00:00,3.58,3.68,8.77,8.72,0.5,0.3
turbine_2,2026-01-02 18:00:00+00:00,3.94,3.53,9.62,8.81,0.2,0.1
turbine_2,2026-01-02 19:00:00+00:00,4.02,3.44,9.88,9.35,0.2,-0.2
turbine_2,2026-01-02 20:00:00+00:00,4.05,3.27,9.78,9.35,-0.3,-0.5
turbine_2,2026-01-02 21:00:00+00:00,3.85,3.27,9.8,9.39,-0.8,-0.5
turbine_2,2026-01-02 22:00:00+00:00,3.58,3.4,9.54,9.58,-0.9,-0.7
turbine_2,2026-01-02 23:00:00+00:00,3.76,3.44,9.75,9.66,-1.0,-0.7
turbine_2,2026-01-03 00:00:00+00:00,3.45,3.64,9.54,10.06,-1.0,-0.9
turbine_2,2026-01-03 01:00:00+00:00,3.23,2.97,9.3,8.97,-1.1,-1.1
turbine_2,2026-01-03 02:00:00+00:00,3.29,3.26,9.66,9.17,-1.1,-1.2
turbine_2,2026-01-03 03:00:00+00:00,3.38,3.26,9.88,9.08,-0.6,-0.8
turbine_2,2026-01-03 04:00:00+00:00,4.48,4.16,9.84,8.81,1.5,1.2
turbine_2,2026-01-03 05:00:00+00:00,5.77,5.19,10.24,8.68,3.7,3.1
turbine_2,2026-01-03 06:00:00+00:00,6.57,6.19,10.65,9.81,5.2,4.7
turbine_2,2026-01-03 07:00:00+00:00,6.91,6.09,11.03,9.73,6.4,5.9
turbine_2,2026-01-03 08:00:00+00:00,6.35,6.3,10.7,9.84,7.3,6.5
turbine_2,2026-01-03 09:00:00+00:00,6.09,6.13,10.56,9.85,7.5,6.4
turbine_2,2026-01-03 10:00:00+00:00,6.49,5.52,11.05,9.44,6.4,5.5
turbine_2,2026-01-03 11:00:00+00:00,6.13,4.79,11.85,9.48,4.5,3.5
turbine_2,2026-01-03 12:00:00+00:00,4.72,4.66,10.67,10.47,3.0,2.6
turbine_2,2026-01-03 13:00:00+00:00,4.56,3.89,11.0,10.11,2.4,2.3
turbine_2,2026-01-03 14:00:00+00:00,4.16,4.05,10.42,10.38,2.1,2.0
turbine_2,2026-01-03 15:00:00+00:00,4.39,3.89,10.47,10.39,1.8,1.6
turbine_2,2026-01-03 16:00:00+00:00,4.03,3.94,10.43,10.42,1.8,1.3
turbine_2,2026-01-03 17:00:00+00:00,3.77,3.94,9.97,10.55,2.1,1.1
turbine_2,2026-01-03 18:00:00+00:00,3.4,4.38,9.98,10.47,1.6,1.6
turbine_2,2026-01-03 19:00:00+00:00,3.09,4.22,9.48,10.98,1.2,1.4
turbine_2,2026-01-03 20:00:00+00:00,2.92,4.15,9.32,11.03,0.7,1.8
turbine_2,2026-01-03 21:00:00+00:00,2.92,3.86,9.48,11.05,0.4,1.8
turbine_2,2026-01-03 22:00:00+00:00,3.23,4.48,9.7,11.61,0.4,1.4
turbine_2,2026-01-03 23:00:00+00:00,3.45,4.92,9.97,11.41,0.2,1.1
turbine_2,2026-01-04 00:00:00+00:00,3.27,4.88,10.06,12.27,-0.5,0.5
turbine_2,2026-01-04 01:00:00+00:00,3.18,4.16,10.2,11.9,-0.8,0.5
turbine_2,2026-01-04 02:00:00+00:00,2.69,3.69,9.53,11.55,-1.4,0.0
turbine_2,2026-01-04 03:00:00+00:00,2.21,3.62,8.62,10.87,-0.9,0.3
turbine_2,2026-01-04 04:00:00+00:00,1.75,2.42,6.6,8.63,1.1,1.9
turbine_2,2026-01-04 05:00:00+00:00,0.98,0.57,5.04,6.67,2.7,2.6
turbine_2,2026-01-04 06:00:00+00:00,1.26,0.71,4.69,4.83,3.9,3.9
turbine_2,2026-01-04 07:00:00+00:00,0.2,1.32,3.71,2.9,4.7,5.0
turbine_2,2026-01-04 08:00:00+00:00,1.68,3.18,2.24,1.55,5.5,6.0
turbine_2,2026-01-04 09:00:00+00:00,3.11,3.72,0.86,0.67,5.9,6.2
turbine_2,2026-01-04 10:00:00+00:00,3.5,3.62,1.33,2.69,5.3,5.9
turbine_2,2026-01-04 11:00:00+00:00,3.14,3.44,2.06,3.26,3.8,4.5
turbine_2,2026-01-04 12:00:00+00:00,4.02,3.74,4.81,4.87,2.8,3.2
turbine_2,2026-01-04 13:00:00+00:00,4.4,3.97,6.49,6.57,2.4,3.0
turbine_2,2026-01-04 14:00:00+00:00,4.62,4.53,6.8,7.65,2.6,2.9
turbine_2,2026-01-04 15:00:00+00:00,4.06,4.67,6.76,7.79,2.6,2.5
turbine_2,2026-01-04 16:00:00+00:00,4.1,5.04,6.95,8.32,2.2,2.1
turbine_2,2026-01-04 17:00:00+00:00,4.05,5.04,7.24,8.81,1.6,1.4
turbine_2,2026-01-04 18:00:00+00:00,3.26,4.11,6.4,7.96,1.5,1.1
turbine_2,2026-01-04 19:00:00+00:00,3.0,3.61,5.82,7.2,1.2,1.1
turbine_2,2026-01-04 20:00:00+00:00,3.0,3.42,5.9,6.67,0.8,1.0
turbine_2,2026-01-04 21:00:00+00:00,2.83,3.16,5.25,6.17,0.5,1.1
turbine_2,2026-01-04 22:00:00+00:00,2.14,3.08,4.2,5.87,0.5,1.3
turbine_2,2026-01-04 23:00:00+00:00,2.06,3.19,3.54,5.6,0.3,0.7
turbine_2,2026-01-05 00:00:00+00:00,1.39,3.54,2.48,4.4,-0.2,0.6
turbine_2,2026-01-05 01:00:00+00:00,0.6,3.06,1.43,3.56,-0.4,0.8
turbine_2,2026-01-05 02:00:00+00:00,0.98,1.56,1.39,1.08,-0.0,0.5
turbine_2,2026-01-05 03:00:00+00:00,1.75,1.0,2.4,0.81,0.7,0.7
turbine_2,2026-01-05 04:00:00+00:00,2.06,0.71,3.69,1.8,0.8,1.0
turbine_2,2026-01-05 05:00:00+00:00,2.39,0.98,4.31,3.0,1.0,1.2
turbine_2,2026-01-05 06:00:00+00:00,2.39,1.03,4.49,2.4,1.7,1.6
turbine_2,2026-01-05 07:00:00+00:00,2.8,1.84,4.52,3.08,1.7,1.6
turbine_2,2026-01-05 08:00:00+00:00,2.64,1.75,4.3,3.2,1.9,1.4
turbine_2,2026-01-05 09:00:00+00:00,2.47,1.2,4.05,2.81,2.2,1.7
turbine_2,2026-01-05 10:00:00+00:00,2.42,0.81,3.81,2.4,2.2,2.2
turbine_2,2026-01-05 11:00:00+00:00,2.59,0.82,4.03,2.3,1.9,2.3
turbine_2,2026-01-05 12:00:00+00:00,3.0,2.79,4.85,3.64,2.0,1.3
turbine_2,2026-01-05 13:00:00+00:00,4.31,3.55,6.61,5.0,1.7,1.2
turbine_2,2026-01-05 14:00:00+00:00,5.3,4.21,8.14,6.31,0.9,0.8
turbine_2,2026-01-05 15:00:00+00:00,6.45,4.7,9.53,7.25,0.3,0.6
turbine_2,2026-01-05 16:00:00+00:00,5.55,4.97,9.98,8.18,-0.2,-0.0
turbine_2,2026-01-05 17:00:00+00:00,5.48,4.05,10.87,9.08,-0.5,-0.7
turbine_2,2026-01-05 18:00:00+00:00,4.39,3.96,10.74,10.03,-0.7,-0.6
turbine_2,2026-01-05 19:00:00+00:00,4.57,4.16,11.05,10.33,-0.8,-0.7
turbine_2,2026-01-05 20:00:00+00:00,4.74,4.48,11.36,10.91,-1.1,-0.9
turbine_2,2026-01-05 21:00:00+00:00,4.59,5.24,11.67,11.99,-1.1,-1.0
turbine_2,2026-01-05 22:00:00+00:00,4.66,5.5,12.13,12.52,-1.2,-1.2
turbine_2,2026-01-05 23:00:00+00:00,5.11,5.39,12.75,12.7,-1.3,-1.2
turbine_2,2026-01-06 00:00:00+00:00,5.31,5.82,13.1,13.1,-1.5,-1.5
turbine_2,2026-01-06 01:00:00+00:00,5.7,5.46,13.64,13.02,-1.6,-1.4
turbine_2,2026-01-06 02:00:00+00:00,5.54,5.77,13.69,13.31,-1.7,-1.7
turbine_2,2026-01-06 03:00:00+00:00,5.32,5.91,13.6,13.56,-1.5,-1.6
turbine_2,2026-01-06 04:00:00+00:00,6.14,6.44,13.96,13.57,-0.0,0.1
turbine_2,2026-01-06 05:00:00+00:00,7.81,7.6,14.82,14.54,2.0,2.3
turbine_2,2026-01-06 06:00:00+00:00,8.32,7.57,15.08,14.24,3.2,3.6
turbine_2,2026-01-06 07:00:00+00:00,8.14,7.54,14.84,14.2,3.8,4.3
turbine_2,2026-01-06 08:00:00+00:00,8.04,7.45,15.28,13.98,4.0,4.5
turbine_2,2026-01-06 09:00:00+00:00,7.16,7.38,15.11,13.7,4.2,4.5
turbine_2,2026-01-06 10:00:00+00:00,6.55,7.24,14.36,13.41,3.7,3.8
turbine_2,2026-01-06 11:00:00+00:00,6.14,6.36,13.61,12.98,1.8,2.0
turbine_2,2026-01-06 12:00:00+00:00,5.2,5.19,12.85,12.61,0.3,0.6
turbine_2,2026-01-06 13:00:00+00:00,4.63,4.81,12.22,12.22,-0.1,0.2
turbine_2,2026-01-06 14:00:00+00:00,4.18,4.65,11.67,12.03,-0.4,-0.1
turbine_2,2026-01-06 15:00:00+00:00,3.42,4.3,11.05,11.59,-0.8,-0.3
turbine_2,2026-01-06 16:00:00+00:00,2.85,3.94,10.11,11.36,-1.0,-0.5
turbine_2,2026-01-06 17:00:00+00:00,2.18,3.49,8.95,10.38,-1.3,-0.7
turbine_2,2026-01-06 18:00:00+00:00,2.0,2.46,6.74,8.5,-1.4,-1.2
turbine_2,2026-01-06 19:00:00+00:00,2.12,2.28,5.75,7.75,-1.3,-1.2
turbine_2,2026-01-06 20:00:00+00:00,1.89,2.33,4.82,7.26,-1.3,-1.3
turbine_2,2026-01-06 21:00:00+00:00,1.77,2.34,4.0,6.9,-1.5,-1.4
turbine_2,2026-01-06 22:00:00+00:00,1.91,2.21,3.8,6.21,-1.5,-1.3
turbine_2,2026-01-06 23:00:00+00:00,1.84,1.94,3.82,5.43,-1.7,-1.2
turbine_2,2026-01-07 00:00:00+00:00,0.82,2.24,4.55,5.58,-1.6,-1.7
turbine_2,2026-01-07 01:00:00+00:00,1.84,2.41,5.85,5.98,-1.6,-1.8
turbine_2,2026-01-07 02:00:00+00:00,2.68,2.8,6.87,6.93,-2.1,-2.0
turbine_2,2026-01-07 03:00:00+00:00,3.36,2.91,7.59,7.97,-1.8,-2.1
turbine_2,2026-01-07 04:00:00+00:00,3.81,3.55,7.54,7.88,-0.7,-0.9
turbine_2,2026-01-07 05:00:00+00:00,4.69,4.38,7.73,7.88,-0.1,0.3
turbine_2,2026-01-07 06:00:00+00:00,4.72,4.36,7.43,6.89,0.9,1.3
turbine_2,2026-01-07 07:00:00+00:00,4.41,4.13,6.67,6.56,2.2,2.5
turbine_2,2026-01-07 08:00:00+00:00,4.72,5.06,6.46,6.71,3.1,2.8
turbine_2,2026-01-07 09:00:00+00:00,5.2,4.92,6.58,6.74,3.2,2.8
turbine_2,2026-01-07 10:00:00+00:00,5.38,4.41,6.49,6.66,2.6,2.4
turbine_2,2026-01-07 11:00:00+00:00,4.94,5.16,6.62,7.36,0.8,0.4
turbine_2,2026-01-07 12:00:00+00:00,3.68,3.98,6.57,7.58,-0.7,-1.2
turbine_2,2026-01-07 13:00:00+00:00,3.08,3.49,6.22,7.92,-1.2,-1.4
turbine_2,2026-01-07 14:00:00+00:00,3.31,3.62,6.4,8.45,-1.8,-1.7
turbine_2,2026-01-07 15:00:00+00:00,3.77,3.58,6.89,9.0,-2.3,-1.9
turbine_2,2026-01-07 16:00:00+00:00,3.58,4.33,7.03,9.72,-2.4,-2.2
turbine_2,2026-01-07 17:00:00+00:00,3.64,4.39,7.29,9.88,-2.8,-2.3
turbine_2,2026-01-07 18:00:00+00:00,3.8,3.58,7.78,9.08,-3.4,-2.6
turbine_2,2026-01-07 19:00:00+00:00,3.45,3.44,7.51,9.18,-3.4,-2.8
turbine_2,2026-01-07 20:00:00+00:00,3.04,3.41,7.25,9.08,-3.2,-2.9
turbine_2,2026-01-07 21:00:00+00:00,3.45,3.64,7.24,8.99,-3.3,-3.3
turbine_2,2026-01-07 22:00:00+00:00,3.58,3.8,7.29,9.12,-3.8,-3.5
turbine_2,2026-01-07 23:00:00+00:00,2.98,3.94,6.85,9.13,-4.1,-3.7
turbine_2,2026-01-08 00:00:00+00:00,3.42,3.35,7.7,8.1,-4.2,-3.9
turbine_2,2026-01-08 01:00:00+00:00,3.89,3.84,7.84,8.37,-4.8,-4.2
turbine_2,2026-01-08 02:00:00+00:00,3.41,5.33,7.56,9.59,-4.6,-4.9
turbine_2,2026-01-08 03:00:00+00:00,3.62,3.76,7.71,9.0,-4.4,-3.9
turbine_2,2026-01-08 04:00:00+00:00,4.7,6.37,7.47,9.98,-2.3,-2.8
turbine_2,2026-01-08 05:00:00+00:00,6.32,6.5,8.42,10.52,-0.7,-0.5
turbine_2,2026-01-08 06:00:00+00:00,6.21,7.13,8.6,9.42,0.8,-0.0
turbine_2,2026-01-08 07:00:00+00:00,6.0,7.04,9.05,9.89,1.9,1.8
turbine_2,2026-01-08 08:00:00+00:00,5.19,6.58,8.42,9.98,2.5,2.5
turbine_2,2026-01-08 09:00:00+00:00,6.02,6.66,8.82,10.02,2.5,2.5
turbine_2,2026-01-08 10:00:00+00:00,6.52,6.44,8.8,9.81,1.6,2.0
turbine_2,2026-01-08 11:00:00+00:00,6.06,6.34,8.97,10.24,-0.0,0.4
turbine_2,2026-01-08 12:00:00+00:00,5.3,5.27,9.57,9.78,-1.3,-1.2
turbine_2,2026-01-08 13:00:00+00:00,4.1,5.19,9.32,10.39,-1.6,-1.8
turbine_2,2026-01-08 14:00:00+00:00,4.2,5.49,9.72,11.03,-1.9,-2.0
turbine_2,2026-01-08 15:00:00+00:00,4.94,5.78,10.44,11.64,-1.9,-2.0
turbine_2,2026-01-08 16:00:00+00:00,5.27,5.75,10.89,12.04,-1.8,-1.9
turbine_2,2026-01-08 17:00:00+00:00,5.19,5.88,11.1,12.28,-1.8,-2.1
turbine_2,2026-01-08 18:00:00+00:00,5.24,5.61,11.25,12.23,-2.0,-2.5
turbine_2,2026-01-08 19:00:00+00:00,5.41,5.51,11.47,12.73,-2.1,-2.6
turbine_2,2026-01-08 20:00:00+00:00,5.16,5.32,11.7,12.69,-2.2,-2.8
turbine_2,2026-01-08 21:00:00+00:00,4.84,5.28,11.71,13.05,-2.2,-2.8
turbine_2,2026-01-08 22:00:00+00:00,4.72,5.24,11.87,13.19,-2.3,-2.9
turbine_2,2026-01-08 23:00:00+00:00,4.91,5.28,11.87,13.24,-2.4,-3.0
turbine_2,2026-01-09 00:00:00+00:00,4.6,4.94,11.68,12.71,-2.4,-3.3
turbine_2,2026-01-09 01:00:00+00:00,4.56,4.92,11.32,12.78,-2.7,-3.3
turbine_2,2026-01-09 02:00:00+00:00,4.4,4.65,11.16,12.73,-2.9,-3.4
turbine_2,2026-01-09 03:00:00+00:00,4.0,4.61,10.88,12.73,-2.4,-2.9
turbine_2,2026-01-09 04:00:00+00:00,4.53,5.64,9.9,12.42,-0.8,-0.8
turbine_2,2026-01-09 05:00:00+00:00,5.45,6.88,9.53,11.95,0.8,1.7
turbine_2,2026-01-09 06:00:00+00:00,6.24,7.0,9.84,11.27,2.5,2.5
turbine_2,2026-01-09 07:00:00+00:00,6.87,7.03,10.34,10.96,3.7,3.9
turbine_2,2026-01-09 08:00:00+00:00,6.87,7.22,10.06,10.55,4.2,4.4
turbine_2,2026-01-09 09:00:00+00:00,6.72,6.86,9.75,9.66,3.8,3.8
turbine_2,2026-01-09 10:00:00+00:00,6.01,5.45,9.27,8.59,2.6,2.4
turbine_2,2026-01-09 11:00:00+00:00,5.22,4.38,9.22,8.14,0.6,0.4
turbine_2,2026-01-09 12:00:00+00:00,3.83,3.44,9.71,8.33,-1.1,-1.5
turbine_2,2026-01-09 13:00:00+00:00,3.58,3.26,9.48,8.05,-1.5,-1.7
turbine_2,2026-01-09 14:00:00+00:00,3.58,3.4,9.44,7.87,-1.8,-1.9
turbine_2,2026-01-09 15:00:00+00:00,3.58,3.22,9.66,7.69,-2.0,-2.2
turbine_2,2026-01-09 16:00:00+00:00,3.72,3.45,10.02,8.1,-2.1,-2.3
turbine_2,2026-01-09 17:00:00+00:00,3.88,3.5,10.16,8.59,-2.2,-2.3
turbine_2,2026-01-09 18:00:00+00:00,4.08,3.83,10.74,9.66,-2.2,-2.3
turbine_2,2026-01-09 19:00:00+00:00,4.06,4.02,10.89,10.3,-2.3,-2.2
turbine_2,2026-01-09 20:00:00+00:00,4.26,4.22,11.1,10.89,-2.5,-2.3
turbine_2,2026-01-09 21:00:00+00:00,3.98,4.48,11.25,11.08,-2.6,-2.4
turbine_2,2026-01-09 22:00:00+00:00,4.47,4.75,11.52,11.39,-2.7,-2.6
turbine_2,2026-01-09 23:00:00+00:00,4.97,4.84,11.46,11.41,-3.0,-2.7
turbine_2,2026-01-10 00:00:00+00:00,3.67,4.92,11.09,11.63,-3.2,-2.7
turbine_2,2026-01-10 01:00:00+00:00,3.62,5.14,11.14,11.54,-3.4,-2.9
turbine_2,2026-01-10 02:00:00+00:00,3.23,5.14,10.6,11.58,-3.6,-3.2
turbine_2,2026-01-10 03:00:00+00:00,3.1,4.72,10.38,11.41,-3.1,-2.9
turbine_2,2026-01-10 04:00:00+00:00,3.71,4.92,9.93,11.28,-0.8,-0.9
turbine_2,2026-01-10 05:00:00+00:00,5.13,5.83,10.07,11.32,1.5,1.5
turbine_2,2026-01-10 06:00:00+00:00,6.0,6.45,10.56,10.82,3.5,3.2
turbine_2,2026-01-10 07:00:00+00:00,6.61,6.65,10.65,10.73,4.7,4.5
turbine_2,2026-01-10 08:00:00+00:00,6.47,6.67,10.51,10.51,5.4,4.9
turbine_2,2026-01-10 09:00:00+00:00,6.48,6.54,10.42,10.29,5.1,4.8
turbine_2,2026-01-10 10:00:00+00:00,6.04,6.12,10.17,10.03,4.0,3.7
turbine_2,2026-01-10 11:00:00+00:00,5.77,5.47,10.61,9.79,2.0,1.7
turbine_2,2026-01-10 12:00:00+00:00,4.69,4.43,10.87,10.02,0.4,0.0
turbine_2,2026-01-10 13:00:00+00:00,4.74,4.29,11.19,10.11,0.1,-0.1
turbine_2,2026-01-10 14:00:00+00:00,4.72,4.52,11.05,10.6,-0.3,-0.1
turbine_2,2026-01-10 15:00:00+00:00,4.48,4.58,11.14,11.01,-0.4,-0.7
turbine_2,2026-01-10 16:00:00+00:00,4.44,4.48,11.81,11.05,-0.6,-1.0
turbine_2,2026-01-10 17:00:00+00:00,4.85,4.52,11.91,11.45,-0.7,-1.0
turbine_2,2026-01-10 18:00:00+00:00,5.35,4.63,12.44,11.68,-0.8,-1.0
turbine_2,2026-01-10 19:00:00+00:00,5.37,5.05,13.24,12.21,-0.8,-1.1
turbine_2,2026-01-10 20:00:00+00:00,5.66,5.11,13.3,12.75,-0.9,-1.0
turbine_2,2026-01-10 21:00:00+00:00,5.66,5.61,13.09,12.84,-1.4,-1.2
turbine_2,2026-01-10 22:00:00+00:00,5.78,5.75,13.28,13.19,-1.6,-1.3
turbine_2,2026-01-10 23:00:00+00:00,5.1,5.69,13.61,13.38,-1.3,-1.5
turbine_2,2026-01-11 00:00:00+00:00,4.85,5.46,13.78,14.18,-1.2,-1.2
turbine_2,2026-01-11 01:00:00+00:00,5.64,6.26,14.24,14.71,-1.6,-1.1
turbine_2,2026-01-11 02:00:00+00:00,5.66,6.36,14.72,14.9,-1.6,-1.2
turbine_2,2026-01-11 03:00:00+00:00,5.32,6.05,14.25,14.82,-0.6,-0.7
turbine_2,2026-01-11 04:00:00+00:00,6.52,7.02,14.48,14.9,0.9,0.8
turbine_2,2026-01-11 05:00:00+00:00,7.32,7.49,14.09,14.28,3.3,2.7
turbine_2,2026-01-11 06:00:00+00:00,8.43,8.14,14.4,13.83,4.2,4.7
turbine_2,2026-01-11 07:00:00+00:00,8.47,8.24,14.73,13.7,6.4,6.3
turbine_2,2026-01-11 08:00:00+00:00,8.35,8.35,13.78,13.69,6.9,7.1
turbine_2,2026-01-11 09:00:00+00:00,7.96,8.0,13.11,12.94,6.7,5.7
turbine_2,2026-01-11 10:00:00+00:00,7.3,7.43,12.58,12.61,5.9,5.0
turbine_2,2026-01-11 11:00:00+00:00,6.49,6.41,12.7,12.67,4.3,4.1
turbine_2,2026-01-11 12:00:00+00:00,5.02,6.09,11.9,12.89,3.6,2.9
turbine_2,2026-01-11 13:00:00+00:00,5.6,5.41,12.04,11.96,2.7,2.9
turbine_2,2026-01-11 14:00:00+00:00,5.35,5.61,12.04,12.12,2.3,2.4
turbine_2,2026-01-11 15:00:00+00:00,4.36,5.11,12.43,12.85,1.7,1.6
turbine_2,2026-01-11 16:00:00+00:00,3.3,4.94,11.72,12.62,1.0,1.3
turbine_2,2026-01-11 17:00:00+00:00,1.25,4.41,8.94,12.26,-0.1,0.8
turbine_2,2026-01-11 18:00:00+00:00,1.99,2.76,6.8,10.64,-0.4,-0.1
turbine_2,2026-01-11 19:00:00+00:00,2.75,1.13,6.16,8.81,0.2,-0.8
turbine_2,2026-01-11 20:00:00+00:00,2.15,1.87,5.57,7.74,0.1,-0.6
turbine_2,2026-01-11 21:00:00+00:00,1.3,2.38,4.06,6.62,-0.0,-0.6
turbine_2,2026-01-11 22:00:00+00:00,0.45,2.57,3.47,6.14,-0.5,-0.6
turbine_2,2026-01-11 23:00:00+00:00,0.22,2.4,2.26,5.46,-0.8,-0.0
turbine_2,2026-01-12 00:00:00+00:00,1.9,1.34,1.3,3.98,1.1,0.0
turbine_2,2026-01-12 01:00:00+00:00,1.35,0.28,0.71,2.53,1.2,-0.8
turbine_2,2026-01-12 02:00:00+00:00,1.2,1.06,0.6,1.4,0.5,-0.5
turbine_2,2026-01-12 03:00:00+00:00,2.64,1.64,1.27,0.72,1.9,0.9
turbine_2,2026-01-12 04:00:00+00:00,2.31,1.56,3.03,0.72,3.3,3.6
turbine_2,2026-01-12 05:00:00+00:00,3.18,1.84,3.49,1.22,4.6,5.1
turbine_2,2026-01-12 06:00:00+00:00,2.5,2.91,0.61,2.35,6.4,5.9
turbine_2,2026-01-12 07:00:00+00:00,3.54,4.33,3.01,4.9,7.1,6.9
turbine_2,2026-01-12 08:00:00+00:00,3.41,5.47,3.7,7.17,8.0,8.1
turbine_2,2026-01-12 09:00:00+00:00,2.9,5.38,3.91,8.3,8.1,8.5
turbine_2,2026-01-12 10:00:00+00:00,2.32,6.36,3.42,10.81,7.4,8.7
turbine_2,2026-01-12 11:00:00+00:00,2.95,5.58,3.51,9.56,6.6,7.2
turbine_2,2026-01-12 12:00:00+00:00,4.24,4.2,8.61,6.95,5.9,6.3
turbine_2,2026-01-12 13:00:00+00:00,4.1,3.76,6.71,5.6,5.3,5.9
turbine_2,2026-01-12 14:00:00+00:00,3.65,3.36,6.02,4.44,4.9,5.5
turbine_2,2026-01-12 15:00:00+00:00,3.9,3.67,4.64,5.2,5.0,5.8
turbine_2,2026-01-12 16:00:00+00:00,3.81,3.07,3.98,4.33,5.1,6.0
turbine_2,2026-01-12 17:00:00+00:00,1.7,4.96,1.3,5.75,3.6,5.3
turbine_2,2026-01-12 18:00:00+00:00,1.53,1.87,0.41,1.08,3.3,5.6
